epoch,tow,position_error_m,n_dd_pr,n_dd_cp,n_float_ambiguities,doppler_rms_mps,dd_pr_nis,dd_cp_nis,ambiguities_reset,covariance_min_eig,lambda_n,lambda_best_ratio,top12_min_error_m,top16_min_error_m,top12_has_sub50cm,top16_has_sub50cm,subset4_top16_min_error_m,subset4_top16_has_sub50cm,subset6_top16_min_error_m,subset6_top16_has_sub50cm,subset8_top16_min_error_m,subset8_top16_has_sub50cm,subset10_top16_min_error_m,subset10_top16_has_sub50cm,subset12_top16_min_error_m,subset12_top16_has_sub50cm,subset16_top16_min_error_m,subset16_top16_has_sub50cm
276,177055.20000004768,1.2451474125975983,0,0,14,0.37307196023920774,nan,nan,0,0.00027706953878855545,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
277,177055.39999890327,1.2956229014574787,0,0,14,0.3581228891709977,nan,nan,0,0.00027787033511169907,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
278,177055.59999990463,1.3609005378357142,0,0,14,0.36141962282583384,nan,nan,0,0.0002786704297361348,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
279,177055.79999899864,1.4360466145897788,0,0,14,0.39039950045701793,nan,nan,0,0.0002794704560640249,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
280,177056.0,1.1916979241868946,26,13,15,0.3842714940928548,0.040577294856244166,0.5632179606766885,4,0.00011375154855486095,13,1.1220129505907337,0.16297635763097107,0.16297635763097107,1,1,0.30731418178132935,1,0.1660961328450107,1,0.1765327133402551,1,0.1878845006456076,1,0.18670552224164833,1,nan,0
281,177056.20000004768,1.2586801168425794,0,0,15,0.4059884435099367,nan,nan,0,0.00033312616401873246,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
282,177056.39999890327,1.273655059527191,0,0,15,0.4046339271951158,nan,nan,0,0.00033396108773670085,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
283,177056.59999990463,1.3379668154330524,0,0,15,0.5646241492437364,nan,nan,0,0.0003347646091253849,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
284,177056.79999899864,1.5296044646523141,0,0,15,0.5907615845175223,nan,nan,0,0.0003355658574733262,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
285,177057.0,1.3112666448948713,28,11,16,0.5568078022979792,0.06803121846198927,12.201587424109517,1,0.00012803530165647603,11,1.0014023568421013,0.573062210841388,0.573062210841388,0,0,0.45613032233183787,1,0.5944076210313703,0,0.5957927812765392,0,0.5872702728616519,0,nan,0,nan,0
286,177057.20000004768,1.6123871002869576,0,0,14,0.8820678731179086,nan,nan,0,0.0012338233992912032,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
287,177057.39999890327,1.9958966270779985,0,0,14,0.5414746986825848,nan,nan,0,0.0015175792367791345,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
288,177057.59999990463,2.330437493889418,0,0,14,0.6144290622580263,nan,nan,0,0.0015187115943074733,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
289,177057.79999899864,2.7391227936639138,0,0,14,0.6411288729107534,nan,nan,0,0.0015196220389044534,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
290,177058.0,2.8306168301400914,27,11,15,0.5584755120785557,0.038109222751946,14.293579614830513,5,0.00013424622428658093,11,1.0446529259832158,2.114950414342268,2.010817034282983,0,0,1.276319578614838,0,1.2815164540042387,0,2.0119127158017807,0,1.9916793258153587,0,nan,0,nan,0
291,177058.20000004768,3.0273782268109626,0,0,12,0.7972078528192813,nan,nan,0,0.0012688480366022496,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
292,177058.39999890327,3.1712750217782384,0,0,12,1.093418066158586,nan,nan,0,0.002532219581035887,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
293,177058.59999990463,3.5133289097126323,0,0,12,0.8550877323612963,nan,nan,0,0.002533241510115144,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
294,177058.79999899864,3.850061439564855,0,0,12,0.562208968004691,nan,nan,0,0.0025341292555904607,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
295,177059.0,2.720116144742325,27,12,13,0.6383502170700754,0.04766656541149561,30.60991043460673,2,0.00013047462565345878,12,1.0294028466761966,2.0120136127225234,2.0120136127225234,0,0,1.3541661944901886,0,1.2982398915762248,0,1.3748381012037383,0,1.795577703017579,0,nan,0,nan,0
296,177059.20000004768,2.967763318532753,0,0,12,0.6449039722218121,nan,nan,0,0.0013884161656883664,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
297,177059.39999890327,3.23287327487536,0,0,12,0.6160287409267071,nan,nan,0,0.002082370034829817,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
298,177059.59999990463,3.513034050390313,0,0,12,0.6191990202059998,nan,nan,0,0.002083173678237643,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
299,177059.79999899864,3.7269340225787024,0,0,12,0.5632612414589028,nan,nan,0,0.0020839744859537605,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
300,177060.0,3.6302721993556695,27,11,13,0.549202678004967,0.10397992934860684,1.7663863475261137,3,0.00015748371575144055,11,1.1597979723621312,2.94067620995816,2.3330872294918805,0,0,2.3382697411703184,0,2.3193310980245094,0,2.3144530699642023,0,2.332643195659707,0,nan,0,nan,0
301,177060.20000004768,3.757526583521041,0,0,13,0.5352801968703612,nan,nan,0,0.0012718390890252287,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
302,177060.40000009537,3.9321486202456115,0,0,13,0.5363258869858856,nan,nan,0,0.0024441740606034506,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
303,177060.59999990463,4.0540810717707,0,0,13,0.44804057113216056,nan,nan,0,0.0024455677769586607,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
304,177060.79999995232,4.20536850491788,0,0,13,0.38784108402528683,nan,nan,0,0.0024465129943024725,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
305,177061.0,3.6332378996826997,28,13,17,0.5473202624117167,0.12363416655587194,1.3013419866730649,4,0.00012788736808684042,13,1.1069265332854377,2.4675057312186244,2.3932333644681316,0,0,2.5269736841698025,0,1.8037315025316123,0,2.4666826434361027,0,2.4332879291107594,0,2.3930460541713274,0,nan,0
306,177061.199999094,3.696178436038027,0,0,15,0.594424836506196,nan,nan,0,0.001224422020256607,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
307,177061.39999890327,3.7936016065250024,0,0,15,0.4301370452395153,nan,nan,0,0.0028742240238146593,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
308,177061.59999990463,3.8954172131043343,0,0,15,0.4142749051812808,nan,nan,0,0.0028768527398758217,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
309,177061.79999995232,4.059412669269909,0,0,15,0.33478127462689333,nan,nan,0,0.0028781043954829786,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
310,177062.0,3.6298269204013387,29,13,15,0.27628287814758085,0.1891200854964316,2.6598450775694307,1,0.00012777389179113177,13,1.0136772652864192,1.755640937525913,1.755640937525913,0,0,2.5237077207028933,0,1.8129502791340892,0,1.8003935061146483,0,1.7991509535895043,0,1.7558101337978989,0,nan,0
311,177062.20000004768,3.7196994521108797,0,0,13,0.2831253354817382,nan,nan,0,0.0011495455093894844,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
312,177062.39999890327,3.8181037231804265,0,0,13,0.2484697382844401,nan,nan,0,0.002893745329818114,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
313,177062.59999990463,3.9254197487418216,0,0,13,0.24418666774681455,nan,nan,0,0.0028946293020947486,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
314,177062.79999899864,4.019470534987905,0,0,13,0.17375897644391694,nan,nan,0,0.0028954467630530143,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
315,177063.0,3.690529001067534,28,19,20,0.16255415039028426,0.16448891440940125,0.9194969752185814,2,8.944861139305945e-05,19,1.2209587163145028,2.5222781838507817,2.5222781838507817,0,0,2.509864647935623,0,2.424735538363572,0,1.8631454166945625,0,1.8428025246072663,0,3.231317038087515,0,2.5048126495230005,0
316,177063.20000004768,3.7055919401554567,0,0,20,0.26954970510342185,nan,nan,0,0.001103411149065067,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
317,177063.39999890327,3.7554533567953086,0,0,20,0.1474106072293535,nan,nan,0,0.0023972400078452415,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
318,177063.59999990463,3.813926641541378,0,0,20,0.14112152492772664,nan,nan,0,0.0023981788391224134,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
319,177063.79999899864,3.8831431051625707,0,0,20,0.173860603547544,nan,nan,0,0.0023990117220741435,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
320,177064.0,3.7685204246154163,28,18,20,0.20078348053973072,0.12042580447874063,4.637227897649328,0,0.00010469758904859132,18,1.3069202051125426,2.8954358503725777,2.8954358503725777,0,0,2.653163268914607,0,2.5871685542711154,0,2.654587155719799,0,2.6555728171993565,0,2.6706680163340084,0,2.5988259731181387,0
321,177064.20000004768,3.846350195640627,0,0,20,0.17714776979633226,nan,nan,0,0.0011181592793645327,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
322,177064.40000009537,3.9096432869063587,0,0,20,0.1814821287414537,nan,nan,0,0.00200777195574829,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
323,177064.59999895096,4.000214353045037,0,0,20,0.17705644239992374,nan,nan,0,0.002008592131050615,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
324,177064.79999899864,4.07774136355802,0,0,20,0.2665985446346903,nan,nan,0,0.002009397001592454,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
325,177065.0,3.947731310980187,27,18,20,0.23905703963488387,0.1327538106977909,12.372872160196108,0,0.00010470803396047885,18,1.0614725461188104,2.6334841122888086,2.6334841122888086,0,0,2.3115887834476814,0,2.531612910290091,0,2.7507757421054455,0,2.3820463516988797,0,2.43666667676568,0,2.621328327616363,0
326,177065.20000004768,3.9850972073502766,0,0,18,0.11763952939609292,nan,nan,0,0.0011184326090133766,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
327,177065.40000009537,4.015565579771796,0,0,18,0.1165588074509781,nan,nan,0,0.0017272577848640067,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
328,177065.59999895096,4.056701061765183,0,0,18,0.15791022805971242,nan,nan,0,0.001728069211357589,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
329,177065.79999899864,4.105984198807624,0,0,18,0.16945841235466147,nan,nan,0,0.0017288721498642924,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
330,177066.0,4.018199535842021,29,17,18,0.16999215617100974,0.17084013160308079,17.180425935726905,0,0.00010473383933470166,17,1.1727291316561375,2.715220430453554,2.715220430453554,0,0,2.5623074691058934,0,1.738942541056397,0,2.4400211824386497,0,2.4420452071457452,0,2.6342957546360912,0,2.5287322728003585,0
331,177066.20000004768,4.056692137160249,0,0,18,0.13555886291840535,nan,nan,0,0.0011184297169824877,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
332,177066.40000009537,4.079350101481639,0,0,18,0.18462228669096925,nan,nan,0,0.0015143945234600356,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
333,177066.59999895096,4.128163259360968,0,0,18,0.11422860803733365,nan,nan,0,0.0015152421742234809,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
334,177066.79999899864,4.176134353283773,0,0,18,0.12572979262065892,nan,nan,0,0.0015160561784411286,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
335,177067.0,3.955436356289525,30,19,19,0.13551500395637062,0.16963910659213793,19.668891554906622,0,9.049839863994488e-05,19,1.000156208759489,2.78823773912002,2.6658729699583157,0,0,2.909565138371891,0,2.0732989814995757,0,2.593278837597945,0,2.2663132275607656,0,2.6009466961860035,0,2.650418083172372,0
336,177067.20000004768,3.9810561321013265,0,0,19,0.1350452856774074,nan,nan,0,0.0011039802654421189,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
337,177067.40000009537,4.021400536670052,0,0,19,0.16899758472612317,nan,nan,0,0.0013460417395118574,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
338,177067.59999895096,4.06962362013911,0,0,19,0.1343460342877717,nan,nan,0,0.0013468452058524889,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
339,177067.79999899864,4.128618474117025,0,0,19,0.14920056353253658,nan,nan,0,0.0013476461065272671,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
340,177068.0,3.8998346135408486,30,19,19,0.13868562186337188,0.16375656227785979,22.053312811509887,0,9.0503598161331e-05,19,1.0473787539129935,1.8777566956608351,1.8777566956608351,0,0,2.907312667619531,0,2.117743823290837,0,1.851993070182878,0,1.8405841935613863,0,1.8450315120906373,0,1.8459729127085547,0
341,177068.199999094,3.912525575726219,0,0,19,0.11016938474228419,nan,nan,0,0.0011037283729382673,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
342,177068.40000009537,3.9845935746765733,0,0,19,0.46995719913191225,nan,nan,0,0.001209826088729373,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
343,177068.59999895096,3.9945073266655893,0,0,19,0.24245311647588816,nan,nan,0,0.0012106288148926807,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
344,177068.79999995232,4.002844982571779,0,0,19,0.08634796762196063,nan,nan,0,0.0012114295685794207,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
345,177069.0,3.8726879630695654,29,21,21,0.09140672790874992,0.14642963284827845,21.642980064885062,0,8.335592403725901e-05,21,1.1659365534486485,2.1348120547423175,2.0849336178421027,0,0,2.9964823334311776,0,1.812201597910072,0,2.293347594531891,0,1.5227544918400702,0,2.525567029607172,0,2.8142197169779353,0
346,177069.199999094,3.8951268553977836,0,0,21,0.09411547545529401,nan,nan,0,0.0010926297746507861,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
347,177069.40000009537,3.905448033611041,0,0,21,0.07836537118771236,nan,nan,0,0.0010973883838712914,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
348,177069.59999895096,3.9221276559694025,0,0,21,0.10774309693586907,nan,nan,0,0.0010981901371347588,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
349,177069.79999995232,3.9360109434320214,0,0,21,0.10883786571163392,nan,nan,0,0.0010989906278905924,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
350,177070.0,3.847020107541628,28,21,21,0.099804379773258,0.15167559015056709,22.98260993493114,0,8.336500450442807e-05,21,1.0561311861411278,1.3475106626908817,1.3475106626908817,0,0,2.3640884071598434,0,2.3269434405197646,0,2.3921155482587406,0,1.973638409273163,0,1.928381271057228,0,1.376427450099098,0
351,177070.199999094,3.85634447541133,0,0,21,0.1175331249696349,nan,nan,0,0.0010023944119453444,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
352,177070.40000009537,3.8677103916139073,0,0,21,0.11746135185064563,nan,nan,0,0.0010033335699628054,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
353,177070.59999895096,3.8813903608638403,0,0,21,0.07883209733126295,nan,nan,0,0.0010041349682975496,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
354,177070.79999995232,3.8889132525837184,0,0,21,0.08326985999287433,nan,nan,0,0.0010049353659145276,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
355,177071.0,3.760607379073024,28,21,21,0.0771712160500463,0.053059197404561095,24.539606776233622,0,8.337382127105124e-05,21,1.1254518671008908,1.9479712646274578,1.9479712646274578,0,0,2.4555588515663493,0,2.0099274831958027,0,2.462303161723128,0,1.8722740362136723,0,1.6789478361836423,0,1.6802803950411793,0
356,177071.199999094,3.757533439457309,0,0,21,0.10412293296067428,nan,nan,0,0.0009229992457618786,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
357,177071.40000009537,3.7462909299736733,0,0,21,0.08455625044525777,nan,nan,0,0.0009238629047935502,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
358,177071.59999895096,3.7450691857267016,0,0,21,0.06745286988770774,nan,nan,0,0.0009246640556725194,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
359,177071.79999995232,3.7331132593062875,0,0,21,0.05332778625011023,nan,nan,0,0.0009254643868114244,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
360,177072.0,3.470425179142871,26,19,21,0.07295067392395348,0.041807158503069014,0.7165039818098183,8,8.392219960076972e-05,19,1.1930552869261393,2.148233088874212,2.116978324509002,0,0,2.280560416499745,0,1.9623158394348628,0,2.2493984589505844,0,2.343590228392609,0,2.2423327278680856,0,2.1643518342313697,0
361,177072.199999094,3.4530390337613084,0,0,21,0.08744411881549982,nan,nan,0,0.0008573655222455742,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
362,177072.40000009537,3.4569014567300815,0,0,21,0.06377178992019669,nan,nan,0,0.0008582189200031046,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
363,177072.59999895096,3.469172607745582,0,0,21,0.06026967579418264,nan,nan,0,0.0008590203350181319,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
364,177072.79999995232,3.4893176391939047,0,0,21,0.06989190452311939,nan,nan,0,0.0008598207424829062,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
365,177073.0,3.4318257550913804,27,20,22,0.07086244446099331,0.043030435522873674,0.5036946391787545,0,8.109036565690567e-05,20,1.0443659185673753,2.135030570551506,2.135030570551506,0,0,2.1692760726257347,0,1.9446172999841842,0,1.3667589410506245,0,2.415186246124617,0,1.4244774050002773,0,1.4260680742438039,0
366,177073.199999094,3.4355519777486054,0,0,20,0.09587999723904554,nan,nan,0,0.0007994286873013913,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
367,177073.40000009537,3.433839663354991,0,0,20,0.07254643191521161,nan,nan,0,0.0008002646167525196,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
368,177073.59999895096,3.4131030704717653,0,0,20,0.10525299194715332,nan,nan,0,0.0008010658804903329,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
369,177073.79999995232,3.412136780167674,0,0,20,0.1217781797546393,nan,nan,0,0.0008018662557997011,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
370,177074.0,3.437988343230153,27,20,20,0.06200935531440735,0.02439655002908374,2.2758869091850538,0,8.109507734348183e-05,20,1.013969008328315,1.435787507219098,1.4085555230249285,0,0,2.097381537451373,0,1.9436336968371133,0,1.3810911788158193,0,2.3108271594375585,0,1.5783634830690054,0,1.4391572814287907,0
371,177074.199999094,3.434837177377004,0,0,20,0.08026335769367317,nan,nan,0,0.0007490015203504109,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
372,177074.40000009537,3.429018437987677,0,0,20,0.10534484865532355,nan,nan,0,0.0007498290453141276,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
373,177074.59999895096,3.42792233045691,0,0,20,0.05950082674639789,nan,nan,0,0.0007506301526417298,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
374,177074.79999995232,3.4460793734188644,0,0,20,0.09297525078968556,nan,nan,0,0.0007514304828235324,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
375,177075.0,3.401348290750626,27,20,21,0.07316023340420334,0.08054516777962624,0.21981918444441123,0,8.988080138437235e-05,20,1.0026972995078447,1.3591532159759272,1.3591532159759272,0,0,2.0583091865894096,0,1.4889226682670433,0,1.3665869663623953,0,1.5064638648634867,0,1.5585791276615921,0,1.4248063204558536,0
376,177075.199999094,3.4063400695876895,0,0,21,0.32859664580957143,nan,nan,0,0.0007049059359166279,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
377,177075.40000009537,3.4189786839206975,0,0,21,0.13769100164857317,nan,nan,0,0.0007057327642550355,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
378,177075.59999895096,3.453505898097424,0,0,21,0.21559439280548948,nan,nan,0,0.0007065338560995322,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
379,177075.79999995232,3.511756067425859,0,0,21,0.20259354519232972,nan,nan,0,0.0007073341797790223,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
380,177076.0,3.3997479656328564,28,18,21,0.158035344920698,0.27579572907814937,0.21924668203535996,0,9.428153910954859e-05,18,1.1096604891154305,1.346095694354956,1.346095694354956,0,0,2.0350151762471858,0,1.4888347013754015,0,1.3685981831588905,0,1.5117440055726907,0,1.5628762962071794,0,1.4252380320909568,0
381,177076.199999094,3.4114542516700377,0,0,20,0.20222800710052613,nan,nan,0,0.0006666448249492024,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
382,177076.39999890327,3.428674453817598,0,0,20,0.19244627533871275,nan,nan,0,0.0006674630336031683,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
383,177076.59999990463,3.4694865232973657,0,0,20,0.21460663752882983,nan,nan,0,0.0006682638508607686,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
384,177076.79999995232,3.4907878410050364,0,0,20,0.22451620244299275,nan,nan,0,0.0006690640898473973,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
385,177077.0,3.3948436896775585,28,18,20,0.23277296189520125,0.2714665788885732,0.1826319340320185,0,9.43008090995863e-05,18,1.0399279613225947,1.437287642079721,1.336345047545911,0,0,2.011932058227244,0,1.477386304336203,0,1.3619925667605817,0,1.4983758959039124,0,1.5488332344860622,0,1.4216133309277235,0
386,177077.199999094,3.407535423469424,0,0,18,0.2720693930788329,nan,nan,0,0.0006323197661390671,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
387,177077.39999890327,3.412747641155592,0,0,18,0.26257146907095397,nan,nan,0,0.0006331337050801594,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
388,177077.59999990463,3.4689739540646487,0,0,18,0.31956341320817755,nan,nan,0,0.0006339343823111062,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
389,177077.79999995232,3.4849080632840828,0,0,18,0.23108520478327607,nan,nan,0,0.0006347345802719484,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
390,177078.0,3.3987475551733866,27,19,19,0.1415381626562113,0.2754193002984742,0.08697369485205036,0,9.395412833512106e-05,19,1.0483728295514176,1.4557871060759608,1.4219183768155434,0,0,1.8491476150456883,0,2.0385718225423237,0,1.2869513759871976,0,1.5259961487811016,0,1.492352457581368,0,1.53325488191149,0
391,177078.199999094,3.4069875169296395,0,0,19,0.1530473176666185,nan,nan,0,0.0006015364453615216,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
392,177078.39999890327,3.435080163734438,0,0,19,0.17096166268577426,nan,nan,0,0.0006023483623429422,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
393,177078.59999990463,3.4811549636340233,0,0,19,0.16840242440227157,nan,nan,0,0.0006031489865027986,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
394,177078.79999995232,3.514493767939168,0,0,19,0.18044319246832663,nan,nan,0,0.000603949169970127,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
395,177079.0,3.3755489154210014,28,23,23,0.19441046911409404,0.27774298929226154,0.09137799113844566,0,7.953864518361686e-05,23,1.0390611771478526,2.2470329048455833,2.2470329048455833,0,0,1.8081077259574962,0,2.3020944383176123,0,2.4677441747281663,0,1.5219474138047437,0,1.4929688975514157,0,1.5301954266176017,0
396,177079.199999094,3.428047317512141,0,0,23,0.2316337876978773,nan,nan,0,0.0005739179770312879,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
397,177079.39999890327,3.4742771491093745,0,0,23,0.19556066597417335,nan,nan,0,0.0005747275852748025,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
398,177079.59999990463,3.528230282709752,0,0,23,0.20700291619525232,nan,nan,0,0.0005755281120124055,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
399,177079.79999995232,3.5827661951937047,0,0,23,0.23423736331024209,nan,nan,0,0.0005763282666781083,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
400,177080.0,3.35422180699973,26,23,23,0.2755865009706064,0.2734268408563096,0.14229424791779224,0,7.954587042540677e-05,23,1.093653232449183,2.2529357863839716,2.2377447160583563,0,0,1.78404287831279,0,2.3200772269282344,0,2.465215262140314,0,1.524775916945333,0,1.493718519045026,0,1.5564068851891997,0
401,177080.199999094,3.376941485381346,0,0,23,0.27064460050796807,nan,nan,0,0.0005490221615794167,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
402,177080.39999890327,3.4404730925758353,0,0,23,0.35444660035490394,nan,nan,0,0.000549830818295058,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
