epoch,gps_tow,satellite_count,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf_100k,est_x_pf_100k,est_y_pf_100k,est_z_pf_100k
115,187493.000000,7,57.013587,-3961764.342428,3348956.059976,3698322.275944,51.582095,-3961776.209428,3348972.008250,3698324.409630,56.978707,-3961775.811613,3348964.607076,3698319.054810,56.767927,-3961772.296326,3348961.917772,3698318.116851
116,187493.200000,7,57.545152,-3961763.593939,3348955.242405,3698322.357254,54.391063,-3961771.908769,3348965.370219,3698324.168182,56.955608,-3961774.982505,3348964.369117,3698319.279614,56.891551,-3961771.778678,3348961.759181,3698318.384162
117,187493.399999,7,58.238194,-3961763.251213,3348954.510021,3698322.654839,56.185747,-3961768.731710,3348961.059240,3698323.906212,56.763101,-3961775.098391,3348965.114059,3698320.277027,57.102387,-3961771.634072,3348961.761678,3698318.900480
118,187493.600000,7,58.506058,-3961762.924366,3348954.313593,3698323.043908,57.294495,-3961766.315625,3348958.252434,3698323.826752,56.960598,-3961775.247715,3348965.357777,3698320.622224,57.349431,-3961771.396277,3348961.619115,3698319.328486
119,187493.799999,7,58.266909,-3961762.815453,3348954.848631,3698323.494137,57.731701,-3961764.594720,3348956.780802,3698323.909809,57.117284,-3961774.599657,3348964.924352,3698321.080669,57.638512,-3961771.073340,3348961.301913,3698319.716249
120,187494.000000,7,58.875918,-3961762.014242,3348953.807960,3698323.633887,58.373503,-3961763.320388,3348955.350664,3698323.950100,57.461637,-3961774.871669,3348964.992352,3698321.866170,57.585916,-3961770.440099,3348961.128936,3698319.737597
121,187494.200000,7,59.874891,-3961760.903124,3348952.025500,3698323.521537,59.272357,-3961762.201890,3348953.677493,3698323.858560,56.880840,-3961775.385393,3348966.443563,3698322.246258,57.709725,-3961770.327517,3348961.132534,3698320.056490
122,187494.399999,8,47.329364,-3961777.968416,3348981.649111,3698325.743581,49.223414,-3961768.301087,3348970.763452,3698323.519283,56.853281,-3961775.379170,3348966.703122,3698322.486193,57.491694,-3961770.426131,3348961.722777,3698320.429797
123,187494.600000,8,47.300607,-3961776.350341,3348980.401798,3698325.808197,47.603575,-3961771.579108,3348975.811188,3698324.460149,56.695923,-3961775.836104,3348967.502632,3698322.962613,57.025046,-3961770.361234,3348962.472406,3698320.637150
124,187494.799999,8,46.761933,-3961774.752238,3348979.888823,3698325.524803,46.866831,-3961772.839110,3348978.060149,3698324.985131,56.676473,-3961775.185991,3348967.153427,3698322.994099,56.663663,-3961770.445208,3348963.187166,3698320.910289
125,187495.000000,8,45.887149,-3961775.022511,3348981.501589,3698325.614830,45.997585,-3961773.660207,3348980.125253,3698325.269475,56.092272,-3961774.874412,3348967.824730,3698322.658958,56.413948,-3961770.445172,3348963.671842,3698321.138704
126,187495.200000,8,46.762123,-3961775.122012,3348980.572630,3698325.608864,46.529144,-3961774.566220,3348980.389244,3698325.465882,55.259829,-3961774.072129,3348968.384830,3698323.077437,55.975485,-3961770.196758,3348964.187205,3698321.260167
127,187495.399999,8,47.247070,-3961775.854488,3348980.751990,3698325.762500,47.031193,-3961775.392362,3348980.627912,3698325.646771,54.886657,-3961773.545037,3348968.585674,3698322.916239,55.561297,-3961770.152141,3348964.839512,3698321.266673
128,187495.600000,8,47.114430,-3961777.645239,3348982.776188,3698325.972887,47.022522,-3961776.548884,3348981.880362,3698325.729953,55.346062,-3961774.032924,3348968.533462,3698323.550067,55.021910,-3961770.213718,3348965.729814,3698321.283728
129,187495.799999,8,47.708177,-3961777.183140,3348981.582009,3698326.091457,47.492907,-3961777.106443,3348981.813297,3698326.037734,55.086408,-3961774.308570,3348969.183518,3698324.021537,54.734188,-3961770.052641,3348966.047700,3698321.487850
130,187496.000000,8,48.099947,-3961776.879044,3348980.822575,3698326.072637,47.900685,-3961777.278247,3348981.463617,3698326.178944,54.155230,-3961773.786046,3348970.019258,3698324.227905,54.359776,-3961769.837707,3348966.418977,3698321.909853
131,187496.200000,7,58.830420,-3961761.493625,3348954.839392,3698324.249404,53.108992,-3961773.634631,3348971.313098,3698326.526385,54.481128,-3961774.427166,3348970.175814,3698324.840171,54.685016,-3961769.796052,3348966.005634,3698322.037913
132,187496.399999,7,58.654551,-3961761.676842,3348955.156807,3698323.983970,55.638290,-3961769.557203,3348964.827017,3698325.792177,54.137483,-3961773.925336,3348970.234052,3698325.071673,54.645426,-3961769.742265,3348966.047140,3698322.128452
133,187496.600000,7,58.272099,-3961762.251112,3348956.043542,3698323.975190,56.771151,-3961766.691725,3348961.216856,3698325.090560,54.033429,-3961773.316358,3348969.894042,3698325.267635,54.765287,-3961769.635097,3348965.836662,3698322.121930
134,187496.799999,7,58.568499,-3961762.039273,3348955.547026,3698323.855761,57.620642,-3961764.758854,3348958.730025,3698324.566561,54.293954,-3961773.382944,3348969.662817,3698325.908718,54.929674,-3961769.422472,3348965.496779,3698322.362563
135,187497.000000,7,59.691514,-3961761.589375,3348953.894895,3698323.768574,58.806728,-3961763.504908,3348956.380469,3698324.245414,54.297271,-3961772.989032,3348969.382012,3698325.479985,55.031525,-3961769.342242,3348965.365166,3698322.623449
136,187497.200000,7,60.258039,-3961761.192741,3348952.997161,3698323.769241,59.674868,-3961762.473059,3348954.637776,3698324.083136,54.856467,-3961773.523624,3348969.183774,3698325.583494,55.180357,-3961769.146219,3348965.102494,3698322.810869
137,187497.399999,9,55.003346,-3961759.300193,3348958.174018,3698323.434628,55.882779,-3961760.106063,3348957.700874,3698323.735478,54.961941,-3961773.145353,3348968.865931,3698325.579957,55.030174,-3961768.598337,3348964.988912,3698322.975621
138,187497.600000,8,50.295430,-3961772.819158,3348974.888683,3698325.449544,51.880909,-3961764.225509,3348965.763355,3698323.494980,54.234462,-3961772.912185,3348969.787696,3698325.184414,54.789771,-3961768.516423,3348965.403960,3698323.107660
139,187497.799999,9,55.720323,-3961757.896049,3348956.641779,3698323.681757,55.109737,-3961760.545352,3348959.319272,3698324.419581,54.512426,-3961772.580032,3348969.313312,3698325.822015,54.880385,-3961768.193096,3348965.184892,3698323.302913
140,187498.000000,9,55.703060,-3961758.261393,3348957.081770,3698323.924603,55.649313,-3961759.127219,3348957.794946,3698324.272217,54.653244,-3961772.171841,3348968.974559,3698326.218821,55.033917,-3961767.587570,3348964.665885,3698323.263500
141,187498.200000,8,70.101898,-3961772.040579,3348949.056600,3698321.901291,66.795034,-3961768.125616,3348950.225391,3698321.694655,55.767002,-3961772.982627,3348968.365437,3698326.240622,55.823076,-3961767.539053,3348963.761099,3698322.954831
142,187498.399999,9,56.117106,-3961759.218716,3348957.636041,3698324.791127,58.122335,-3961761.027730,3348956.384059,3698324.585174,55.960542,-3961771.872729,3348967.423174,3698327.236636,55.826402,-3961767.054031,3348963.536646,3698322.995823
143,187498.600000,9,55.890409,-3961757.637166,3348957.026604,3698324.979309,56.357356,-3961758.523022,3348957.077621,3698325.135495,56.686394,-3961772.485567,3348967.196424,3698327.977234,56.004392,-3961766.708838,3348963.221469,3698323.202357
144,187498.799999,9,55.466939,-3961756.012060,3348956.575482,3698324.821390,55.682734,-3961756.753077,3348956.853008,3698325.090988,57.806845,-3961772.707583,3348966.096019,3698327.614677,56.212815,-3961766.699782,3348963.144668,3698323.573982
145,187499.000000,9,55.735450,-3961754.697373,3348955.475832,3698324.507658,55.779261,-3961755.378708,3348955.929185,3698324.822382,57.977524,-3961772.753893,3348966.082224,3698327.180976,56.238872,-3961766.091681,3348962.821629,3698323.622636
146,187499.200000,9,55.284038,-3961754.320028,3348955.872136,3698324.289374,55.405779,-3961754.503272,3348955.876166,3698324.444339,58.169070,-3961772.742061,3348966.031458,3698327.479081,56.386120,-3961765.772872,3348962.582057,3698323.798005
147,187499.399999,9,54.493730,-3961755.347582,3348957.677804,3698324.447150,54.637407,-3961754.629052,3348956.989894,3698324.245790,58.058984,-3961771.800159,3348965.609842,3698327.495340,56.306535,-3961765.297849,3348962.509304,3698323.971590
148,187499.600000,9,54.682424,-3961755.850195,3348957.915329,3698324.418931,54.649528,-3961755.092809,3348957.406581,3698324.191426,57.643416,-3961771.319533,3348965.933381,3698327.475589,56.317632,-3961764.956747,3348962.411891,3698324.122261
149,187499.799999,9,54.254261,-3961755.588958,3348958.404246,3698324.515754,54.309711,-3961755.073313,3348957.955398,3698324.322657,57.444212,-3961770.400486,3348965.617869,3698327.547073,56.512380,-3961764.816271,3348962.225699,3698324.360743
150,187500.000000,9,54.289363,-3961755.968920,3348958.790297,3698324.774999,54.272097,-3961755.330970,3348958.337635,3698324.533558,57.510417,-3961769.220433,3348964.782695,3698327.792520,56.591758,-3961764.700507,3348962.205370,3698324.573042
151,187500.200000,9,53.857935,-3961755.923695,3348959.409341,3698324.660101,53.911797,-3961755.418632,3348958.973167,3698324.506451,57.019295,-3961768.800791,3348965.246524,3698327.708131,56.688272,-3961764.521099,3348962.125522,3698324.686698
152,187500.400000,9,53.288122,-3961756.014752,3348960.389165,3698324.984269,53.365902,-3961755.451355,3348959.867784,3698324.745394,56.507784,-3961768.051938,3348965.495515,3698327.505821,56.834600,-3961764.536392,3348962.171952,3698325.002330
153,187500.600000,9,52.348686,-3961755.642520,3348961.500134,3698325.327512,52.492598,-3961755.193246,3348960.977620,3698325.099135,56.032111,-3961767.602359,3348965.954722,3698327.750041,56.708634,-3961764.166623,3348962.241794,3698325.121832
154,187500.800000,9,52.455563,-3961755.589446,3348961.542504,3698325.633401,52.431015,-3961755.199946,3348961.274213,3698325.446608,55.613835,-3961766.422098,3348965.759146,3698327.754954,56.589498,-3961763.762824,3348962.275721,3698325.216375
155,187501.000000,9,52.103327,-3961756.162972,3348962.561100,3698325.823401,52.125325,-3961755.511019,3348962.045760,3698325.595044,55.846417,-3961766.117352,3348965.413073,3698327.706159,56.493569,-3961763.279120,3348962.218368,3698325.289635
156,187501.199999,9,52.376223,-3961755.591916,3348962.005519,3698325.934890,52.309359,-3961755.418088,3348961.953208,3698325.847532,55.889833,-3961765.963811,3348965.448293,3698328.027755,56.477487,-3961763.140027,3348962.332316,3698325.516689
157,187501.399999,9,51.783942,-3961755.788008,3348963.064613,3698326.152262,51.855525,-3961755.381475,3348962.670814,3698326.004052,55.822445,-3961765.948733,3348965.674437,3698327.573534,56.354635,-3961763.039309,3348962.613540,3698325.726004
158,187501.600000,8,47.255406,-3961772.256282,3348982.565581,3698328.516290,48.115916,-3961761.494562,3348972.091831,3698325.901448,55.315251,-3961765.884637,3348966.464733,3698327.539425,56.185410,-3961763.182313,3348963.139484,3698325.848701
159,187501.800000,8,47.421463,-3961771.700174,3348982.059301,3698328.749557,47.458874,-3961765.896747,3348976.872663,3698327.052281,55.312586,-3961764.884490,3348965.898100,3698327.543009,55.993112,-3961763.012842,3348963.446475,3698325.691723
160,187502.000000,8,47.836811,-3961771.449784,3348981.514862,3698329.086412,47.683127,-3961768.557082,3348979.149272,3698328.133794,54.825011,-3961764.599759,3348966.499781,3698327.196697,55.762393,-3961762.874425,3348963.847550,3698325.555340
161,187502.200000,8,47.900381,-3961771.738017,3348981.963354,3698329.578310,47.788369,-3961770.167653,3348980.711870,3698329.011703,54.821414,-3961764.129454,3348966.398187,3698327.462974,55.355400,-3961762.685050,3348964.470160,3698325.683207
162,187502.399999,8,48.328607,-3961771.113644,3348981.085008,3698329.979272,48.170605,-3961770.853898,3348981.077386,3698329.771748,55.003266,-3961764.565564,3348966.755497,3698327.328178,55.191559,-3961762.594068,3348964.866139,3698325.788188
163,187502.600000,8,48.419539,-3961770.544569,3348980.723097,3698330.249294,48.330399,-3961770.920361,3348981.185245,3698330.271848,54.425639,-3961764.173744,3348967.435087,3698327.480834,54.902409,-3961762.386351,3348965.320911,3698325.926080
164,187502.799999,8,48.382025,-3961770.534953,3348981.041524,3698330.450704,48.349428,-3961770.917309,3348981.429662,3698330.538009,54.393930,-3961763.976673,3348967.580700,3698327.997925,54.765099,-3961762.467668,3348965.802380,3698326.037773
165,187503.000000,8,48.005432,-3961770.301985,3348981.624868,3698330.460443,48.060587,-3961770.730120,3348981.932955,3698330.609923,54.359856,-3961763.903207,3348967.811972,3698328.363885,54.485352,-3961762.184840,3348966.168817,3698326.139325
166,187503.200000,8,48.153140,-3961769.562799,3348981.015076,3698330.581008,48.110299,-3961770.364550,3348981.794416,3698330.789698,53.914974,-3961763.487081,3348968.299667,3698328.957867,54.327003,-3961762.106372,3348966.540129,3698326.336574
167,187503.399999,8,47.937583,-3961768.932116,3348980.985365,3698330.910284,47.939072,-3961769.785761,3348981.750333,3698331.102831,54.161036,-3961763.534673,3348968.251013,3698329.233932,53.946005,-3961761.826201,3348967.041641,3698326.768788
168,187503.600000,8,47.736964,-3961768.536230,3348981.136474,3698331.518866,47.735709,-3961769.248138,3348981.777901,3698331.629351,53.883208,-3961763.710688,3348968.955389,3698328.997935,53.677767,-3961761.584902,3348967.414947,3698326.771402
169,187503.799999,8,47.884860,-3961768.152599,3348980.835293,3698331.972119,47.815162,-3961768.854837,3348981.556020,3698332.093602,53.512865,-3961763.485499,3348969.462431,3698328.849049,53.341595,-3961761.317586,3348967.847550,3698326.653443
170,187504.000000,8,47.793318,-3961768.121090,3348981.164284,3698332.346794,47.764672,-3961768.595186,3348981.626341,3698332.442250,53.625320,-3961763.153685,3348969.270227,3698329.560438,53.165142,-3961761.075115,3348968.087550,3698326.810786
171,187504.200000,8,47.726801,-3961767.913544,3348981.280360,3698332.819407,47.696682,-3961768.341444,3348981.704634,3698332.882801,53.539086,-3961762.885234,3348969.339658,3698329.277040,53.120983,-3961761.051335,3348968.323128,3698327.013108
172,187504.400000,8,48.010302,-3961767.179041,3348980.438003,3698333.221929,47.900081,-3961767.932670,3348981.254770,3698333.355627,53.375371,-3961762.613844,3348969.495227,3698328.992216,52.860788,-3961760.937261,3348968.748038,3698327.224276
173,187504.599999,8,47.736781,-3961767.586394,3348981.336781,3698333.805217,47.732272,-3961767.792002,3348981.528254,3698333.814441,52.998930,-3961761.692299,3348969.366958,3698328.487262,52.741781,-3961760.784578,3348968.936091,3698327.553432
174,187504.799999,9,52.477495,-3961750.771363,3348962.288959,3698332.305743,51.894338,-3961757.814607,3348968.261017,3698334.651948,53.161458,-3961761.361297,3348969.013139,3698328.596390,52.586551,-3961760.400609,3348968.954372,3698327.755357
175,187505.000000,9,52.475153,-3961750.821588,3348962.437841,3698332.921682,52.476844,-3961753.890389,3348964.729445,3698334.144063,53.082778,-3961760.463293,3348968.495354,3698329.623929,52.567037,-3961759.913181,3348968.695339,3698328.001730
176,187505.200000,9,52.788809,-3961750.923971,3348962.163512,3698333.344628,52.778945,-3961752.121605,3348963.078674,3698333.878181,53.493307,-3961760.404342,3348967.997321,3698329.935893,52.518417,-3961759.588922,3348968.575571,3698328.466254
177,187505.400000,9,54.128026,-3961749.789186,3348959.734579,3698333.333934,53.943430,-3961750.767637,3348960.693161,3698333.779225,53.649649,-3961760.122247,3348967.641580,3698330.051124,52.721043,-3961759.346504,3348968.196292,3698328.857562
178,187505.599999,9,54.499098,-3961748.410996,3348958.355693,3698333.533068,54.454677,-3961749.243268,3348959.021002,3698333.871695,53.418503,-3961759.910729,3348967.840328,3698330.371628,52.855015,-3961758.843287,3348967.673830,3698329.173438
179,187505.799999,9,54.496269,-3961747.761519,3348957.904221,3698333.679634,54.524568,-3961748.157264,3348958.167044,3698333.872623,53.749934,-3961759.899044,3348967.487516,3698330.759193,53.074383,-3961758.508531,3348967.195763,3698329.626822
180,187506.000000,9,54.893600,-3961747.677020,3348957.339249,3698333.833121,54.841923,-3961747.682911,3348957.417301,3698333.889554,54.199081,-3961759.809465,3348966.923851,3698331.550281,53.253313,-3961758.319974,3348966.898796,3698329.962363
181,187506.200000,9,55.408303,-3961746.629599,3348956.090739,3698334.401678,55.328788,-3961746.831953,3348956.319938,3698334.416293,54.041965,-3961760.185878,3348967.540290,3698332.384373,53.460709,-3961758.009006,3348966.460336,3698330.241368
182,187506.400000,9,55.009890,-3961746.471288,3348956.562477,3698335.186858,55.058820,-3961746.249147,3348956.324143,3698335.017305,54.525732,-3961760.337377,3348967.129979,3698332.601758,53.475819,-3961757.555075,3348966.152769,3698330.626963
183,187506.599999,9,54.694832,-3961746.089435,3348956.743542,3698335.728666,54.743432,-3961745.791856,3348956.455254,3698335.549819,54.521856,-3961759.613928,3348966.629111,3698332.888448,53.720401,-3961757.433557,3348965.835616,3698331.095989
184,187506.799999,8,65.192650,-3961758.946013,3348952.539101,3698333.909341,62.750078,-3961754.443668,3348952.179255,3698333.333390,55.016097,-3961759.545691,3348966.029262,3698332.929965,54.338377,-3961757.561339,3348965.239745,3698331.399624
185,187507.000000,9,53.678592,-3961744.541757,3348956.965425,3698336.340912,55.275259,-3961746.940088,3348956.595765,3698336.358234,55.017195,-3961759.341078,3348965.968105,3698333.174866,54.606614,-3961757.385766,3348964.850391,3698331.830820
186,187507.200000,9,53.377762,-3961744.019811,3348957.031101,3698336.806840,53.736981,-3961744.714544,3348957.072429,3698336.941142,54.468989,-3961758.294902,3348965.914417,3698333.528372,54.456369,-3961756.761193,3348964.633463,3698332.212681
187,187507.400000,10,59.446286,-3961763.463871,3348964.050800,3698341.747252,58.675741,-3961758.369440,3348960.888748,3698339.073695,54.877665,-3961758.687881,3348965.834656,3698333.741279,54.787262,-3961756.758132,3348964.313984,3698332.431563
188,187507.599999,9,67.317708,-3961769.700933,3348958.956244,3698338.600542,65.977003,-3961767.072344,3348958.495105,3698337.928360,55.268992,-3961758.790095,3348965.531557,3698334.071600,55.628676,-3961757.429661,3348963.910473,3698332.572139
189,187507.799999,10,59.719457,-3961763.427320,3348963.848585,3698342.446660,60.610791,-3961763.539772,3348962.755880,3698341.674753,55.616942,-3961758.427146,3348964.890145,3698334.291143,55.909577,-3961757.736800,3348963.933344,3698333.124602
190,187508.000000,10,59.082797,-3961762.113687,3348963.736789,3698343.076154,59.327116,-3961762.337269,3348963.594185,3698342.973971,55.548311,-3961758.190078,3348964.921642,3698334.279652,56.170671,-3961757.729451,3348963.715834,3698333.495978
191,187508.199999,10,59.497822,-3961761.730920,3348963.000764,3698343.286630,59.505672,-3961761.977979,3348963.192359,3698343.410909,55.248881,-3961757.543016,3348964.920552,3698334.144249,56.526576,-3961757.771358,3348963.419559,3698334.051332
192,187508.400000,10,59.897818,-3961761.529582,3348962.417516,3698343.386835,59.878763,-3961761.777713,3348962.648427,3698343.571219,55.194129,-3961757.530363,3348965.109502,3698335.020973,57.010321,-3961757.844104,3348962.985166,3698334.432921
193,187508.599999,10,59.701002,-3961761.538690,3348962.799972,3698343.880622,59.768137,-3961761.616682,3348962.778928,3698343.931504,55.135875,-3961757.813045,3348965.628604,3698335.034092,57.283530,-3961758.069558,3348962.977314,3698334.917485
194,187508.800000,10,59.831137,-3961761.028965,3348962.339898,3698344.125899,59.858415,-3961761.260067,3348962.495388,3698344.255602,55.597555,-3961757.875442,3348965.236699,3698335.317913,57.376071,-3961758.012186,3348962.956895,3698335.440057
195,187509.000000,9,70.026786,-3961759.719995,3348948.735582,3698345.274926,67.688125,-3961761.279294,3348952.847707,3698345.831250,55.657715,-3961757.078686,3348964.615806,3698335.515142,57.842704,-3961758.087360,3348962.547219,3698336.145030
196,187509.199999,9,68.100629,-3961757.782371,3348949.826334,3698345.696369,68.034102,-3961759.044602,3348950.887071,3698346.241979,55.967029,-3961756.841249,3348964.171580,3698335.612539,58.253093,-3961758.088606,3348962.162691,3698336.500044
197,187509.400000,10,58.942264,-3961758.044651,3348961.501991,3698345.489031,60.508376,-3961757.400245,3348959.021530,3698345.373397,56.145464,-3961756.693956,3348964.004796,3698335.522998,58.344186,-3961758.046276,3348962.170533,3698336.839548
198,187509.599999,10,58.695836,-3961757.443601,3348961.497244,3698346.225313,59.030297,-3961757.113925,3348960.804799,3698346.020285,56.599330,-3961757.494136,3348964.264622,3698336.438490,58.450360,-3961758.177201,3348962.302208,3698337.514046
199,187509.800000,10,57.707512,-3961757.144779,3348962.687776,3698347.212270,57.943354,-3961756.845910,3348962.140246,3698346.969479,56.270963,-3961756.980018,3348964.483349,3698336.203679,58.319492,-3961757.892321,3348962.391263,3698338.037879
200,187510.000000,10,55.873022,-3961757.045982,3348965.073174,3698347.700710,56.228693,-3961756.637579,3348964.288461,3698347.502173,56.384901,-3961756.243987,3348963.827960,3698336.646514,58.250398,-3961757.640934,3348962.429725,3698338.565043
201,187510.199999,10,55.671382,-3961757.259437,3348965.638630,3698348.216044,55.766395,-3961756.909524,3348965.231268,3698348.051758,56.125275,-3961756.192950,3348964.295832,3698337.386383,58.067939,-3961757.208819,3348962.456185,3698339.110279
202,187510.400000,10,55.190991,-3961757.021405,3348966.203479,3698348.648281,55.283704,-3961756.862673,3348965.954476,3698348.570841,56.411285,-3961755.438743,3348963.417373,3698337.528259,57.956865,-3961756.871239,3348962.479244,3698339.554857
203,187510.599999,10,55.318124,-3961756.815785,3348966.034015,3698349.413040,55.296860,-3961756.772237,3348966.022369,3698349.335802,56.416152,-3961754.958258,3348963.218967,3698337.231021,57.870040,-3961756.800671,3348962.710157,3698339.985610
204,187510.800000,10,55.317324,-3961756.563951,3348965.982020,3698349.885537,55.305968,-3961756.602212,3348966.027119,3698349.889233,56.444731,-3961754.729383,3348963.189421,3698337.380305,57.844145,-3961756.739488,3348962.862033,3698340.595767
205,187511.000000,10,54.396183,-3961756.669881,3348967.384674,3698350.080964,54.546159,-3961756.524246,3348967.073807,3698350.077361,56.546920,-3961754.736072,3348963.222188,3698338.091523,57.867652,-3961756.702386,3348962.978568,3698341.068329
206,187511.199999,10,53.936505,-3961756.505763,3348968.009532,3698350.617693,54.024308,-3961756.397872,3348967.806714,3698350.566985,56.295921,-3961754.590160,3348963.659522,3698338.386141,57.711876,-3961756.494538,3348963.198737,3698341.515960
207,187511.400000,10,53.966084,-3961757.073875,3348968.619776,3698351.497393,53.958216,-3961756.759183,3348968.366814,3698351.312547,56.489307,-3961754.777312,3348963.820896,3698338.628189,57.505931,-3961756.329068,3348963.524470,3698342.118675
208,187511.599999,10,54.067559,-3961757.590899,3348969.093215,3698352.224497,54.035361,-3961757.258463,3348968.856245,3698352.038395,56.121426,-3961754.508188,3348964.261206,3698339.416465,57.457317,-3961756.034700,3348963.534665,3698342.523758
209,187511.800000,10,53.763295,-3961757.117737,3348969.275212,3698352.829581,53.789537,-3961757.092274,3348969.218975,3698352.769457,56.206544,-3961754.817783,3348964.698460,3698339.732973,57.287146,-3961755.727637,3348963.724225,3698342.694226
210,187512.000000,10,53.247498,-3961756.692707,3348969.783785,3698353.337781,53.320760,-3961756.742503,3348969.729958,3698353.341511,56.236176,-3961754.786089,3348964.866375,3698340.303571,57.160789,-3961755.480589,3348963.904598,3698343.127766
211,187512.199999,10,52.842141,-3961756.242798,3348970.133741,3698353.843421,52.905335,-3961756.341165,3348970.133944,3698353.875879,56.229192,-3961754.527500,3348964.797640,3698341.393015,56.890763,-3961755.135613,3348964.193073,3698343.631499
212,187512.400000,10,52.810830,-3961756.547587,3348970.632500,3698354.366947,52.814017,-3961756.440875,3348970.538028,3698354.335270,56.355823,-3961754.175433,3348964.579443,3698341.589977,56.763285,-3961754.808444,3348964.298698,3698344.198049
213,187512.599999,10,52.894051,-3961756.376641,3348970.581144,3698354.951917,52.867110,-3961756.382234,3348970.621303,3698354.937161,56.615260,-3961754.321173,3348964.599337,3698342.236426,56.762201,-3961754.674426,3348964.417246,3698344.722547
214,187512.800000,10,52.935305,-3961756.150540,3348970.539931,3698355.275831,52.918319,-3961756.238720,3348970.637041,3698355.337574,55.903935,-3961753.520304,3348965.085196,3698342.705470,56.662943,-3961754.357721,3348964.486650,3698345.367902
215,187513.000000,10,52.942634,-3961755.802839,3348970.446741,3698355.923229,52.927873,-3961755.935550,3348970.579315,3698355.955672,55.894087,-3961754.020328,3348965.850040,3698343.399629,56.725491,-3961754.265807,3348964.578175,3698345.829844
216,187513.199999,10,53.445458,-3961754.759481,3348969.127160,3698356.327194,53.362614,-3961755.233746,3348969.636679,3698356.517768,56.087340,-3961753.995366,3348965.900192,3698343.639381,56.826125,-3961754.333674,3348964.768091,3698346.456936
217,187513.400000,10,53.491152,-3961754.994913,3348969.488691,3698356.700114,53.474474,-3961755.087973,3348969.589277,3698356.790540,56.426588,-3961754.232033,3348965.953873,3698344.179625,56.845830,-3961754.254778,3348964.933212,3698347.042258
218,187513.599999,10,53.895938,-3961755.200918,3348969.346428,3698357.783651,53.811075,-3961755.133246,3348969.401190,3698357.681187,56.301960,-3961754.680811,3348966.867708,3698344.882149,56.871553,-3961754.010469,3348964.944193,3698347.503675
219,187513.800000,9,61.785426,-3961754.887801,3348959.112401,3698358.816484,59.966787,-3961755.849169,3348962.219663,3698359.063997,55.885568,-3961753.965068,3348967.006563,3698345.590675,57.101175,-3961753.890252,3348964.773560,3698348.125543
220,187514.000000,9,57.173726,-3961756.019903,3348966.183349,3698358.804555,57.754251,-3961755.706548,3348965.158884,3698358.776646,56.242888,-3961753.987798,3348966.684170,3698346.797264,57.205086,-3961753.808137,3348964.856822,3698348.442496
221,187514.199999,10,56.202034,-3961756.037215,3348967.689030,3698359.937164,56.469818,-3961755.619525,3348966.982883,3698359.668257,56.304454,-3961754.173579,3348967.042267,3698347.559390,57.328771,-3961753.775611,3348964.933895,3698348.945124
222,187514.400000,10,56.919233,-3961757.256748,3348968.005322,3698360.734388,56.849575,-3961756.650253,3348967.578629,3698360.441308,55.919512,-3961753.992555,3348967.668069,3698348.303487,57.479714,-3961753.805018,3348965.027779,3698349.453642
223,187514.599999,10,56.958118,-3961756.484068,3348967.511432,3698361.183656,56.952307,-3961756.516561,3348967.547681,3698361.161314,55.419789,-3961753.048677,3348967.711708,3698348.868727,57.637500,-3961753.870681,3348965.143188,3698350.042996
224,187514.800000,10,57.284146,-3961756.523175,3348967.322301,3698361.612968,57.244405,-3961756.546037,3348967.394097,3698361.642605,55.831974,-3961753.370466,3348967.680211,3698349.640792,57.686262,-3961754.009505,3348965.470096,3698350.632738
225,187515.000000,9,71.456187,-3961765.926737,3348957.113169,3698358.459767,68.645215,-3961764.218886,3348959.328179,3698358.969432,56.771991,-3961753.477757,3348966.771292,3698349.843108,58.378884,-3961754.469128,3348965.251585,3698350.928751
226,187515.199999,10,58.390465,-3961755.480834,3348965.355338,3698362.327575,60.222127,-3961757.265564,3348964.479976,3698362.241369,56.476767,-3961753.028060,3348967.056053,3698350.120893,58.605215,-3961754.567328,3348965.199012,3698351.913772
227,187515.400000,10,57.882131,-3961754.697216,3348965.531105,3698362.504825,58.351556,-3961755.377497,3348965.494371,3698362.734267,56.606497,-3961752.446990,3348966.505071,3698350.662677,58.775795,-3961754.587553,3348965.242578,3698352.279819
228,187515.599999,10,58.436105,-3961754.831502,3348965.080675,3698363.293214,58.436765,-3961754.995820,3348965.221072,3698363.343194,56.731998,-3961752.387790,3348966.439476,3698351.499263,59.046877,-3961754.656128,3348965.149660,3698352.852164
229,187515.800000,10,58.350350,-3961754.778250,3348965.298282,3698364.115770,58.373794,-3961754.780708,3348965.270391,3698364.072751,56.594213,-3961751.891016,3348966.386511,3698351.878429,59.093470,-3961754.666086,3348965.299254,3698353.474833
230,187516.000000,10,58.758971,-3961755.169064,3348965.245284,3698364.800900,58.697162,-3961755.012067,3348965.192658,3698364.721282,56.590201,-3961752.007613,3348966.695658,3698352.632913,59.170655,-3961754.349412,3348965.076619,3698354.030537
231,187516.199999,10,57.727799,-3961754.937033,3348966.545553,3698365.655511,57.898468,-3961754.772857,3348966.178894,3698365.517244,56.785739,-3961751.780210,3348966.315877,3698353.471968,59.457374,-3961754.490820,3348964.968678,3698354.783875
