epoch,error_2d,error_3d,est_x,est_y,est_z,gt_x,gt_y,gt_z
248,47.640862,47.744666,-3961740.348806,3348969.641981,3698368.612567,-3961709.543000,3349005.658000,3698374.392000
249,37.562930,45.779755,-3961714.240509,3348961.182296,3698364.515754,-3961709.201000,3349005.480000,3698374.913000
250,51.260708,60.350921,-3961716.070733,3348946.068174,3698366.411397,-3961708.847000,3349005.300000,3698375.447000
251,51.493906,61.135515,-3961714.965423,3348945.057511,3698366.600018,-3961708.480000,3349005.118000,3698375.993000
252,60.551201,62.381340,-3961735.928854,3348949.360138,3698371.212409,-3961708.104000,3349004.936000,3698376.554000
253,60.612345,62.311831,-3961735.997232,3348949.463789,3698371.988482,-3961707.723000,3349004.753000,3698377.130000
254,52.554354,62.022600,-3961714.467975,3348943.671036,3698368.401320,-3961707.322000,3349004.573000,3698377.712000
255,46.740681,46.766361,-3961738.884544,3348970.923432,3698371.731787,-3961706.902000,3349004.405000,3698378.304000
256,47.098391,47.098399,-3961739.939741,3348971.755176,3698372.469076,-3961706.464000,3349004.255000,3698378.903000
257,46.803829,46.804362,-3961739.042302,3348971.549898,3698373.263008,-3961706.008000,3349004.114000,3698379.505000
258,45.763075,45.825144,-3961740.128753,3348974.587805,3698373.828666,-3961705.538000,3349003.982000,3698380.106000
259,48.037012,49.590874,-3961748.745756,3348980.865863,3698376.024897,-3961705.056000,3349003.855000,3698380.711000
260,45.205256,45.369605,-3961739.794090,3348975.705575,3698375.664972,-3961704.569000,3349003.735000,3698381.317000
261,45.784361,45.918635,-3961739.317629,3348974.693266,3698376.467578,-3961704.077000,3349003.621000,3698381.927000
262,50.256633,56.315111,-3961716.048393,3348949.163169,3698374.562967,-3961703.582000,3349003.500000,3698382.531000
263,56.514120,56.983497,-3961735.220184,3348956.546303,3698378.556177,-3961703.088000,3349003.383000,3698383.135000
264,65.475831,65.884284,-3961742.008251,3348951.003212,3698376.241175,-3961702.591000,3349003.260000,3698383.741000
265,56.531206,56.843583,-3961734.481756,3348956.496997,3698381.631207,-3961702.094000,3349003.132000,3698384.352000
266,57.234019,57.533467,-3961733.775035,3348955.317464,3698383.563801,-3961701.601000,3349002.993000,3698384.969000
267,58.091089,58.337684,-3961733.695432,3348954.440281,3698385.259138,-3961701.116000,3349002.832000,3698385.587000
268,58.654637,58.852232,-3961733.845563,3348954.059532,3698386.317256,-3961700.644000,3349002.652000,3698386.201000
269,59.756038,59.849746,-3961734.538392,3348953.459257,3698388.585613,-3961700.194000,3349002.442000,3698386.812000
270,70.036507,70.675981,-3961734.504600,3348940.688837,3698389.526236,-3961699.773000,3349002.206000,3698387.417000
271,60.491760,60.577865,-3961734.222154,3348952.417331,3698389.954438,-3961699.385000,3349001.938000,3698388.017000
272,59.801698,59.935650,-3961733.273714,3348952.461556,3698389.545681,-3961699.026000,3349001.640000,3698388.620000
273,59.489822,59.639584,-3961732.808799,3348952.396255,3698389.680160,-3961698.691000,3349001.311000,3698389.229000
274,58.683682,58.789445,-3961732.499720,3348953.076448,3698390.568758,-3961698.388000,3349000.952000,3698389.847000
275,57.532332,57.613024,-3961731.827617,3348953.856459,3698391.370002,-3961698.112000,3349000.565000,3698390.459000
276,57.793182,57.911161,-3961730.715140,3348952.485770,3698392.644536,-3961697.862000,3349000.150000,3698391.065000
277,57.163155,57.204736,-3961731.010399,3348953.309010,3698394.143838,-3961697.641000,3348999.706000,3698391.657000
278,56.424612,56.532114,-3961729.983249,3348953.022697,3698393.221050,-3961697.450000,3348999.245000,3698392.238000
279,56.501878,56.780838,-3961728.467766,3348951.314827,3698392.683629,-3961697.290000,3348998.770000,3698392.814000
280,57.129026,57.596143,-3961727.775488,3348949.517432,3698392.094462,-3961697.152000,3348998.281000,3698393.372000
281,56.572294,57.175106,-3961726.608564,3348948.876688,3698392.260711,-3961697.045000,3348997.787000,3698393.925000
282,56.146912,56.715995,-3961726.439244,3348948.870629,3698392.892775,-3961696.950000,3348997.292000,3698394.461000
283,54.469884,54.950260,-3961725.757807,3348950.079246,3698393.836753,-3961696.866000,3348996.807000,3698394.982000
284,53.751237,54.020775,-3961726.547970,3348951.245166,3698395.121901,-3961696.791000,3348996.330000,3698395.475000
285,54.732000,54.924128,-3961727.156644,3348950.153226,3698396.810133,-3961696.719000,3348995.864000,3698395.953000
286,54.854968,55.057639,-3961726.689023,3348949.342409,3698397.806408,-3961696.626000,3348995.447000,3698396.419000
287,55.435849,55.554257,-3961727.097739,3348948.735691,3698399.795954,-3961696.549000,3348995.044000,3698396.865000
288,55.488838,55.659843,-3961726.443888,3348947.863334,3698400.010785,-3961696.454000,3348994.674000,3698397.293000
289,46.480093,49.935716,-3961740.638884,3348971.716330,3698402.216375,-3961696.348000,3348994.332000,3698397.697000
290,46.480785,49.707445,-3961740.137048,3348971.108387,3698402.212450,-3961696.226000,3348994.037000,3698398.098000
291,53.810096,54.115663,-3961723.784405,3348947.332354,3698400.940046,-3961696.105000,3348993.768000,3698398.473000
292,53.475388,54.135244,-3961721.840426,3348945.991450,3698399.619133,-3961695.969000,3348993.538000,3698398.832000
293,55.446669,55.818178,-3961723.628864,3348945.027673,3698402.004447,-3961695.810000,3348993.337000,3698399.178000
294,66.962153,67.971476,-3961724.940524,3348931.947052,3698403.377633,-3961695.640000,3348993.157000,3698399.512000
295,57.044545,57.163266,-3961725.937647,3348944.859832,3698404.390873,-3961695.452000,3348993.001000,3698399.842000
296,57.019975,57.142972,-3961725.488990,3348944.618460,3698404.969403,-3961695.248000,3348992.866000,3698400.176000
297,56.805084,56.846324,-3961726.122220,3348945.516361,3698406.188853,-3961695.021000,3348992.759000,3698400.501000
298,57.575941,57.605103,-3961726.402669,3348944.897503,3698407.006747,-3961694.808000,3348992.664000,3698400.803000
299,57.643993,57.644493,-3961727.263536,3348945.631586,3698408.146938,-3961694.595000,3348992.596000,3698401.076000
